OBJECTID,name,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,NEAR_ANGLE,tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,jumlah_luas_wilayah_(km2),jumlah_kepadatan_(jiwa/km2),jumlah_populasi_(jiwa/km2)
1713,Sekolah Santa Maria,42,488.9039739,106.866317,-6.215747417,33.19354684,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,0.67,17265.84533,11568
1714,SDI Al Ikhlas,34,2631.937711,106.8930815,-6.113897286,-98.61825867,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1715,"SD, SMP Lagoa",34,1688.816096,106.8930815,-6.113897286,-102.7704698,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1716,MTs-SMK Al-Khairiyah Bahari,195,1387.287361,106.8821517,-6.109557443,45.74820025,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,5.54,7918.050542,43866
1717,MI Al-Amin,195,701.76628,106.8821517,-6.109557443,60.92017606,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,5.54,7918.050542,43866
1718,SD Daya Putra,195,1387.848397,106.8821517,-6.109557443,42.25569777,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,1.09,52135.2444,56827
1719,SD Negeri Tanjung Priok 02-03 Pagi,195,1719.82832,106.8821517,-6.109557443,54.54041665,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,5.54,7918.050542,43866
1720,SD Negeri Tanjung Priok 04-05 Pagi,224,1826.344059,106.8708211,-6.137587643,173.0681299,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,2.8,17797.80494,49834
1721,SDS Mas Intan,195,1458.83871,106.8821517,-6.109557443,45.29596124,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,1.09,52135.2444,56827
1722,SMP - SMK Bakti 17,71,4763.363092,106.8188293,-6.305746265,11.41638531,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,3.97,12059.1865,47875
1723,SMP Negeri 131 Jakarta,71,6573.084203,106.8188293,-6.305746265,16.92316409,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,3.97,12059.1865,47875
1724,MI-SMP-SMA Yayasan Pusaka Al-Muawanah,33,121.4635723,106.8924108,-6.110140162,31.13717661,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,1.73,37390.85119,64686
1725,SMP Negeri 55 Jakarta,195,1745.179092,106.8821517,-6.109557443,46.31463756,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,1.09,52135.2444,56827
1726,SDI-SMP Islam Al Husna,195,208.3240479,106.8821517,-6.109557443,-56.68971896,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,2.36,15978.84941,37710
1727,SMP Negeri 54 Jakarta,83,526.6294548,106.8155212,-6.144798004,104.943266,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,0.38,24106.38298,9160
1728,SMK Islam Wijaya Kusuma,71,3595.732772,106.8188293,-6.305746265,-32.68329441,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,6.75,10731.73262,72439
1729,MA Negeri 13 Jakarta,71,3902.023398,106.8188293,-6.305746265,-30.6599215,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,6.75,10731.73262,72439
1730,SMK Tanjung Priok 2,34,2007.015394,106.8930815,-6.113897286,-90.14424961,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1731,Sekolah Paket 1 Jakpus & Jakut,121,2012.497729,106.893442,-6.118845447,-99.88016091,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1732,SMP-SMK Al Irsyad Al Islamiyah,34,1232.861246,106.8930815,-6.113897286,-82.67704103,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1733,SMA Negeri 8 Jakarta,41,577.3407065,106.8611624,-6.212874337,21.96100675,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,1.07,39465.47052,42228
1734,Perguruan Islam Al Jihad,66,700.5218885,106.8459931,-6.188094626,-115.0336408,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,1.19,39507.13686,47013
1735,MA Al Khairiyah,121,1978.986826,106.893442,-6.118845447,-98.49769054,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1736,MA Negeri 6 Jakarta,166,930.7206751,106.8816435,-6.30921433,164.9426995,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,1.98,15736.28149,31158
1737,"MTs Al Khairiyah 2, SMK Al Khairiyah 2",121,1926.445958,106.893442,-6.118845447,-101.8927015,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1738,SMP Mahasiswa,40,389.6648659,106.8593025,-6.208584018,-88.45902292,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,0.58,54362.84722,31530
1739,"SMP Al Khairiyah 2, SMA Al Khairiyah 2 Pagi",121,1940.061737,106.893442,-6.118845447,-100.5364106,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1740,"SMP Al Khairiyah 1 Pagi, SMK Al Khairiyah 1 Siang",121,1913.432011,106.893442,-6.118845447,-100.7622327,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1741,"SDS, SMP Yapensori",121,1160.238854,106.893442,-6.118845447,-106.7262984,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1742,SD Negeri Menteng Atas 05 dan 06 Pagi,46,595.6763235,106.8411241,-6.207111436,49.24178354,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,0.9,38091.81416,34283
1743,MTs Yamifsa,34,1162.786397,106.8930815,-6.113897286,-80.59422788,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1744,MTs dan MA Al-Qalam Terpadu,46,298.8461142,106.8411241,-6.207111436,-91.83627038,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,2.44,13110.03608,31988
1745,SD Muhammadiyah 22,121,1158.277384,106.893442,-6.118845447,-95.75269989,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1746,SMP-SMK Trisula Perwari 1 Jakarta,46,342.5450603,106.8411241,-6.207111436,-53.5500146,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,0.78,42539.74359,33181
1747,"SD Negeri Lagoa 01, 02, 05 Pagi & SD Negeri 03, 04, 06 Petang",34,2035.82505,106.8930815,-6.113897286,-94.19926739,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1748,SMP Negeri 62 Jakarta,26,301.5274904,106.874366,-6.22015737,63.57935699,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,0.88,30480.31945,26823
1749,Yayasan Marsudirini,121,2617.64348,106.893442,-6.118845447,-99.54764075,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1750,SMK Ar Raudhah,121,2441.385239,106.893442,-6.118845447,-94.52220129,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1751,SD Negeri Bangka 05-06,196,1145.281346,106.8297592,-6.262348191,74.33574319,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,3.3,8058.664725,26594
1752,MI Arruhaniyah,36,8158.712904,106.8938919,-6.128641829,-85.47165692,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64,5074.081038,53988
1753,"MI, MTs Ar Raudhah",121,2455.568076,106.893442,-6.118845447,-95.05762017,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1754,MI Terpadu Bahrul Ulum,121,2430.693944,106.893442,-6.118845447,-100.0379972,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1755,SMP Negeri 279,121,2208.472731,106.893442,-6.118845447,-96.37385379,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1756,SD Negeri 11 Lagoa,34,2498.531358,106.8930815,-6.113897286,-96.17059795,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1757,SD Negeri Lagoa 09,34,2488.2916,106.8930815,-6.113897286,-97.32530254,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
1758,SMK Pelayaran Pembangunan Jakarta,166,231.3763719,106.8816435,-6.30921433,96.40038551,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,2.09,22237.32057,46476
1759,SD Negeri Rambutan 02 Pagi,229,345.152735,106.8739382,-6.308188202,-57.28257526,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,2.09,22237.32057,46476
1760,SD Negeri Utan Kayu Selatan 20,23,621.1456634,106.8740364,-6.19738705,71.56254282,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,1.12,36880.23525,41306
1761,SMK Mahadhika 3 Jakarta,166,261.1356412,106.8816435,-6.30921433,119.3184603,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,2.09,22237.32057,46476
1762,SMP Negeri 171 Jakarta,229,606.6313911,106.8739382,-6.308188202,-26.38237678,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,2.09,22237.32057,46476
1763,SD Negeri Rambutan 05 Pagi,229,373.1641091,106.8739382,-6.308188202,-87.66584312,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,2.09,22237.32057,46476
1764,SMP Negeri 188 Jakarta,229,371.7404766,106.8739382,-6.308188202,-93.06097341,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,2.09,22237.32057,46476
1765,MI-MD-RA Yayasan Pendidikan Islam Assalafiyah,166,304.7807604,106.8816435,-6.30921433,103.66362,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,2.09,22237.32057,46476
1766,Pusat Kegiatan Belajar Masyarakat (PKBM) Tanda Genap,166,673.7226337,106.8816435,-6.30921433,18.28002018,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,2.09,22237.32057,46476
1767,"TK, SD, SMP, SMA Jac School",37,2885.429998,106.8909362,-6.142695292,-69.40429651,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28,9669.806817,60726
1768,SD Negeri 02 Pulau Panggang,187,45221.33658,106.7911036,-6.115798431,154.2873169,,,,,,,,0
1769,SD Negeri Tugu Utara 15 Pagi dan 16 Petang,36,2328.53435,106.8938919,-6.128641829,-85.99137945,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,2.68,18926.49254,50723
1770,SMP Negeri 114 Jakarta,36,2293.942872,106.8938919,-6.128641829,-85.63821825,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,2.68,18926.49254,50723
1771,Beacon Academy,5,2234.80195,106.9087122,-6.182981757,-151.7462852,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28,9669.806817,60726
1772,SMK Tunas Harapan Jakarta,165,2836.681847,106.8656637,-6.306620974,13.89201895,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,2.38,21699.03931,51644
1773,SD 8 Hang Tuah & SMP Hang Tuah 5,1,410.7097756,106.8825722,-6.168027314,-93.12291878,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53,9541.181144,43222
1774,Madrasah Diniliah Takmiliyah,40,322.1791603,106.8593025,-6.208584018,-160.4686402,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,0.65,37144.82337,24144
1775,SD Negeri 09 Dukuh,164,420.8624061,106.8720632,-6.294245928,-69.74205628,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,1.98,15736.28149,31158
1776,MTS Ruhul Islam,46,334.6510998,106.8411241,-6.207111436,-50.01876238,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,0.78,42539.74359,33181
1777,MI-MTs Al-Muttaqin An Nursyahim,121,1981.300277,106.893442,-6.118845447,-85.68229643,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,3.32,26342.46988,87457
1778,SMP Yahanusa dan SMA laphat Plus,121,2193.498897,106.893442,-6.118845447,-85.86489433,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,3.32,26342.46988,87457
1779,"SMP PGRI 12, SMA PGRI 3, dan SMK PGRI 37",183,2320.382867,106.779962,-6.286772641,-38.27571979,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,3.91,14524.41831,56790
1780,SD Negeri Pondok Labu 11 Pagi,71,2031.259304,106.8188293,-6.305746265,64.47772768,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,3.91,14524.41831,56790
1781,SD Negeri Pondok Labu 7 & 8,185,2961.846321,106.7746766,-6.289407398,-18.75689907,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,3.91,14524.41831,56790
1782,SMP Negeri 226 Jakarta,185,2977.902844,106.7746766,-6.289407398,-17.76951364,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,4.11,11119.83471,45703
1783,SD Negeri Gondangdia 05 Pagi,66,1156.748065,106.8459931,-6.188094626,47.09207247,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82,12709.22159,10422
1784,SD Negeri Pondok Labu 02 Pagi,120,2283.198917,106.8187542,-6.305476197,87.21416004,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,3.91,14524.41831,56790
1785,SD Negeri 03/04 Gondangdia,66,1167.825317,106.8459931,-6.188094626,45.24703814,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82,12709.22159,10422
1786,"Sekolah Al Kautsar - SMP, SMA, SMK",98,1225.394076,106.8019075,-6.243323717,32.37350699,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,1.27,5351.735016,6797
1787,"SD Negeri Pulo 01, 03, 05, 09 Pagi",98,1240.725734,106.8019075,-6.243323717,35.9727983,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,1.52,31932.66259,48538
1788,"Yayasan Nurul Hidayah - RA, TK & SD",98,1759.754367,106.8019075,-6.243323717,-18.20730609,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,1.83,23141.36986,42349
1789,SMP-SMA-SMK YAPERMAS,46,562.3058535,106.8411241,-6.207111436,-144.5401282,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,2.44,13110.03608,31988
1790,SMP Nurul Hikmah,70,793.7728723,106.8571024,-6.202983976,-104.6368743,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,0.58,54362.84722,31530
1791,SMK Tunas Pembangunan,98,2464.516757,106.8019075,-6.243323717,-13.14986519,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,1.83,23141.36986,42349
1792,MI Tarbiyatus Sholihin,114,112.9407027,106.8521135,-6.243341582,-28.99580862,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,0.72,18288.46422,13168
1793,SD Darul Hikmah,28,339.8995651,106.8780454,-6.239171526,-139.5583605,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,1.63,27229.84193,44385
1794,"Yayasan Raudhatul Ulum - SD (Pagi), & SMP (Petang)",98,1515.621314,106.8019075,-6.243323717,24.84596776,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,1.52,31932.66259,48538
1795,SD Negeri Utan Kayu Selatan 27 Pagi,24,384.6595045,106.8737352,-6.205462976,46.50640513,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,1.12,36880.23525,41306
1796,SMK Pemuda,24,357.4900961,106.8737352,-6.205462976,35.12746025,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,1.12,36880.23525,41306
1797,Yayasan Santo Markus,111,2488.734896,106.8863846,-6.291185834,-103.2598626,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,3.72,21439.54863,79755
1798,Yayasan Al Amjad - TK & SD,98,1715.802166,106.8019075,-6.243323717,-2.468368844,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,1.83,23141.36986,42349
1799,SD Negeri Grogol Selatan 13,230,1063.991719,106.777576,-6.218406614,19.23459578,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,0.29,19108.90052,5542
1800,SMA Negeri 32 Jakarta,179,1194.69356,106.7832062,-6.238423351,125.5187136,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,0.29,19108.90052,5542
1801,Yayasan Harnasto Institut,230,1195.041164,106.777576,-6.218406614,21.35123476,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,0.29,19108.90052,5542
1802,TK SD Yaspiah,112,479.9339929,106.8635242,-6.24299485,151.7506714,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,1.29,33917.54969,43754
1803,SD Negeri Cipete Utara 05 & 07 Pagi,197,2019.760146,106.828078,-6.256971397,74.25103648,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,1.83,23141.36986,42349
1804,MI/MTS Mu'awanatul Ikhwan,227,645.8102254,106.8668635,-6.224639686,-78.56201964,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,0.88,30480.31945,26823
1805,MI Raudhatul Azhar,113,350.3173539,106.8581465,-6.24336155,20.63919057,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,0.72,18288.46422,13168
1806,Montessori Gading Permata School,37,881.0851742,106.8909362,-6.142695292,-47.83078729,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53,9541.181144,43222
1807,Emirates Primary and Junior High School,182,1669.025591,106.7836211,-6.267201739,90.1436607,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,4.56,14368.38639,65520
1808,SD Negeri Rambutan 01,164,308.832908,106.8720632,-6.294245928,-58.23519311,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,1.98,15736.28149,31158
1809,SD Negeri Cipete Utara 13 & 14 Pagi,197,2115.027985,106.828078,-6.256971397,70.55329428,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,1.83,23141.36986,42349
1810,SD Muhamadiyah,112,448.5906955,106.8635242,-6.24299485,-138.6648368,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,1.29,33917.54969,43754
1811,SMP Negeri 250 Jakarta,197,2131.862132,106.828078,-6.256971397,69.50801621,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,1.83,23141.36986,42349
1812,SDIT BSC Al Futuwah,197,2235.953439,106.828078,-6.256971397,65.21767585,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,2.32,14114.4555,32746
1813,SD Negeri Sungai Bambu 01-03 Pagi & 02-04 Petang,195,845.3084126,106.8821517,-6.109557443,-8.324057528,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,2.36,15978.84941,37710
1814,Yayasan Pendidikan Hapsah Amin,112,648.4624336,106.8635242,-6.24299485,161.0517218,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,1.29,33917.54969,43754
1815,SDS Plus Hang Tuah 1,195,570.2349206,106.8821517,-6.109557443,-13.22727032,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,2.36,15978.84941,37710
1816,MI Al-Ihsaniyah,36,325.7963254,106.8938919,-6.128641829,85.2014952,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,1.73,37390.85119,64686
1817,SD-SMP Taman Pusaka,195,1127.827101,106.8821517,-6.109557443,2.390121814,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,1.09,52135.2444,56827
1818,Yayasan Strada,195,819.4973189,106.8821517,-6.109557443,-13.31208896,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,2.36,15978.84941,37710
1819,SMK Kesehatan Global Cendekia,195,850.3349887,106.8821517,-6.109557443,-12.86897105,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,2.36,15978.84941,37710
1820,SD Negeri Cikoko I Pagi,114,311.0248174,106.8521135,-6.243341582,-43.95811753,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,0.72,18288.46422,13168
1821,MI I'anatul Falah,114,544.8957394,106.8521135,-6.243341582,48.04289194,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,0.72,18288.46422,13168
1822,"SD Eirene, SMA Gideon",195,765.4231862,106.8821517,-6.109557443,-14.49424083,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,2.36,15978.84941,37710
1823,SD Sekolah Mentari,98,1683.483899,106.8019075,-6.243323717,-18.32827708,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,1.83,23141.36986,42349
1824,SD Negeri Cipinang Besar Selatan 18 Pagi,27,747.3090364,106.8762795,-6.231329278,-76.11390464,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,1.63,27229.84193,44385
1825,SD-SMP-SMK Burunawati,195,623.5834699,106.8821517,-6.109557443,1.83194464,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,2.36,15978.84941,37710
1826,Sekolah Bina Gita Gemilang,107,1011.802293,106.8439294,-6.243102802,-175.4359127,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,2.1,21361.42857,44859
1827,MI Al Ittihadiyah Al Islamiyah,214,945.2905579,106.8380919,-6.241567374,-145.3438473,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,2.1,21361.42857,44859
1828,MTs Miftahul Falah,27,527.0354588,106.8762795,-6.231329278,-144.1415698,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,1.63,27229.84193,44385
1829,MI Masyaatul Islamiyah,27,516.0009507,106.8762795,-6.231329278,-155.6678143,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,1.63,27229.84193,44385
1830,SMP-SMK Gunung Jati,36,866.2824801,106.8938919,-6.128641829,90.3353964,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,2.36,15978.84941,37710
1831,SMP Kencana,36,429.5684674,106.8938919,-6.128641829,89.32675682,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,1.73,37390.85119,64686
1832,SMA-SMK-STM Kencana,36,557.9382663,106.8938919,-6.128641829,89.90043649,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,2.36,15978.84941,37710
1833,SD Negeri Tanjung Duren Selatan 01 dan 03 Pagi,104,921.408654,106.7921882,-6.175526757,51.77195433,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,1.77,17445.44941,30878
1834,Ichthus School,183,1268.776857,106.779962,-6.286772641,-97.57268738,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,6.05,10443.76447,63185
1835,TK - SD - SMP - SMU Islam Terpadu Ar Rahman,177,2667.67866,106.7722585,-6.212915021,52.20470582,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,2.99,22496.32402,67264
1836,SD Negeri Petukangan Utara 01 dan 02 Pagi,177,2593.17441,106.7722585,-6.212915021,53.6762217,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,2.99,22496.32402,67264
1837,SD Negeri Petukangan Utara 08 Pagi,177,3381.291911,106.7722585,-6.212915021,50.93221513,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,2.99,22496.32402,67264
1838,SD Negeri Pancoran 5 Pagi,107,664.0771835,106.8439294,-6.243102802,-39.77786299,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,0.72,18288.46422,13168
