OBJECTID,name,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,NEAR_ANGLE,tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,jumlah_luas_wilayah_(km2),jumlah_kepadatan_(jiwa/km2),jumlah_populasi_(jiwa/km2)
129,Sekolah Sinar Kasih,109,581.4362543,106.8635527,-6.243281818,-21.68648295,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,1.79,22751.89902,40726
130,SD Negeri Cipinang Melayu 03 Pagi,138,3991.808672,106.9244305,-6.21597605,10.4862406,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,2.53,20907.07702,52895
131,SD Negeri Kamal 01 Pagi dan 08 Petang,12,6050.745567,106.7059245,-6.154522135,178.0287032,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
132,SMP Negeri 218 Jakarta,73,841.7712207,106.82356,-6.29112304,-63.47666156,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,2.5,18691.59627,46729
133,SMA Negeri 81 Jakarta,138,3939.510633,106.9244305,-6.21597605,9.865103177,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,2.53,20907.07702,52895
134,SDIT Al Hamra,73,1027.266967,106.82356,-6.29112304,-81.86184527,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,2.5,18691.59627,46729
135,SD Negeri Baru 08,165,3099.662664,106.8656637,-6.306620974,40.20537348,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,16009.53137,30258
136,SMK Al - Fauzan,165,2114.548431,106.8656637,-6.306620974,58.79534414,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,3.65,13636.18912,49772
137,SD Negeri Kalisari 05 Pagi,165,3573.770126,106.8656637,-6.306620974,19.48741591,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,2.89,18617.37779,53804
138,SD Negeri Tanjung Barat 04 Pagi,165,1312.773976,106.8656637,-6.306620974,82.84434162,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,3.65,13636.18912,49772
139,SMA Negeri 88 Jakarta,165,3131.786367,106.8656637,-6.306620974,40.9307893,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,16009.53137,30258
140,MI Al Madinah,165,2735.953608,106.8656637,-6.306620974,71.25135508,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,3.65,13636.18912,49772
141,SMK Negeri 22 Jakarta,163,1613.974843,106.8680573,-6.30197124,119.424459,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,1.67,21972.52911,36694
142,SMA - SMK Kharismawita,165,2282.558944,106.8656637,-6.306620974,109.9773248,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,3.65,13636.18912,49772
143,SD Negeri Baru 05 Pagi,165,2405.593264,106.8656637,-6.306620974,37.88229872,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,16009.53137,30258
144,MI - MTs - MA Nurussaadah,165,1912.945861,106.8656637,-6.306620974,108.702878,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,3.65,13636.18912,49772
145,SMP Negeri 223 Jakarta,163,1136.070993,106.8680573,-6.30197124,114.1918341,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,2.63,16987.85118,44678
146,SMP Negeri 239 Jakarta,165,1761.981501,106.8656637,-6.306620974,103.7230956,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,3.65,13636.18912,49772
147,SMK PGRI 28 Jakarta,163,1664.349161,106.8680573,-6.30197124,118.4750115,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,2.68,26990.62838,72335
148,SMA Negeri 28 Jakarta,74,790.052193,106.826216,-6.285573218,-87.79031121,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,2.5,18691.59627,46729
149,SMP Jayakarta dan SMK Kahuripan,165,2139.208164,106.8656637,-6.306620974,101.6955015,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,3.65,13636.18912,49772
150,SMP Negeri 155 Jakarta,114,368.0182042,106.8521135,-6.243341582,-39.83329104,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,0.72,18288.46422,13168
151,TK - SD - SMP Advent,72,2157.280911,106.822112,-6.294661033,-71.11155922,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,2.79,10904.88155,30425
152,Kementerian Pendidikan dan Kebudayaan (SLB - A Pembina Negeri dan SLB - B dan C Negeri,185,1916.052237,106.7746766,-6.289407398,-14.55733782,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,4.11,11119.83471,45703
153,SD Negeri Lebak Bulus 04,185,2121.501214,106.7746766,-6.289407398,-16.69931203,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,4.11,11119.83471,45703
154,SD Negeri Pejaten Timur 15 Pagi,76,2023.33719,106.8302952,-6.274334907,-104.9311684,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,2.68,26990.62838,72335
155,SD Negeri Pekayon 16/17 Pagi,165,3170.76452,106.8656637,-6.306620974,4.804988368,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,3.18,17151.98439,54543
156,SMK Negeri 34 Jakarta,66,321.2037748,106.8459931,-6.188094626,-43.11899113,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,0.92,12961.74863,11925
157,SD Negeri Cililutan 02/04,30,634.674845,106.8657259,-6.261894412,60.98263879,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,1.76,28509.29669,50176
158,SD Negeri Lebak Bulus 02 Pagi,185,1638.104496,106.7746766,-6.289407398,-13.90777164,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,4.11,11119.83471,45703
159,SD Negeri Pejaten Barat 12 Pagi,76,1278.478113,106.8302952,-6.274334907,-119.0762584,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,2.9,15904.62059,46123
160,Azhari Islamic School,185,1777.959774,106.7746766,-6.289407398,-13.02416266,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,4.11,11119.83471,45703
161,SD Negeri Halim Perdanakusuma 01 Pagi,161,1280.079066,106.8666157,-6.268811334,-98.00055478,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,13.07,2720.358113,35555
162,TK dan SD Islam Al Barkah,185,1570.768751,106.7746766,-6.289407398,-25.76024983,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,4.11,11119.83471,45703
163,Yayasan Nurul Huda,185,2818.387706,106.7746766,-6.289407398,-14.13211626,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,4.11,11119.83471,45703
164,BPK Penabur,63,456.0517222,106.839069,-6.166031906,-23.45372185,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,1.53,16179.62116,24755
165,MI dan MTS Al Husna,185,1356.561674,106.7746766,-6.289407398,-2.329578519,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,4.11,11119.83471,45703
166,MI Al Inayah,165,2859.832383,106.8656637,-6.306620974,40.67088684,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,16009.53137,30258
167,MTs Negeri 18 Jakarta,165,2877.907033,106.8656637,-6.306620974,55.52173467,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,16009.53137,30258
168,SD Negeri Cijantung 06 Pagi-09 Petang,165,2366.208899,106.8656637,-6.306620974,9.452393844,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,2.38,21699.03931,51644
169,MI Miftahul Jannah,165,2307.446296,106.8656637,-6.306620974,27.98224828,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,2.38,21699.03931,51644
170,SMP Negeri 251 Jakarta,165,2380.437652,106.8656637,-6.306620974,11.09602686,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,2.38,21699.03931,51644
171,SD Negeri Cijantung 01 Pagi & 11 Petang,165,2395.187491,106.8656637,-6.306620974,27.00564321,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,16009.53137,30258
172,MI Sa'asatuddarain,229,4115.945312,106.8739382,-6.308188202,16.82453849,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,3.18,17151.98439,54543
173,SMA Negeri 7 Jakarta,207,667.0285557,106.8090238,-6.214196305,-125.1775787,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,1.53,15955.1587,24411
174,SD Negeri Cijantung 07 Pagi,165,2375.025344,106.8656637,-6.306620974,10.14419,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,2.38,21699.03931,51644
175,SD Negeri Karet Tengsin 13,91,841.4058642,106.8222264,-6.205694154,96.98677427,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,1.53,15955.1587,24411
176,SMA Negeri 35 Jakarta,207,794.1652618,106.8090238,-6.214196305,-136.2359048,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,1.53,15955.1587,24411
177,SD Negeri Mampang Prapatan 03 & 05,215,351.982122,106.8302092,-6.23883963,15.99690382,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,0.78,29289.57529,22846
178,MI Negeri 1 Jakarta,12,4801.096248,106.7059245,-6.154522135,174.5262317,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
179,"MI - MTS Amanatul Muslimin, SMP - SMA Putra Negara, SMK Patriot Nusantara",12,5485.933385,106.7059245,-6.154522135,173.7186293,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
180,SMP Negeri 88 Jakarta,221,410.6269879,106.7969497,-6.189843388,30.15165445,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,2.11,18683.5503,39422
181,SD Negeri Benda dan SD Negeri Rawa Bokor,12,4093.43162,106.7059245,-6.154522135,149.4362088,,,,,,,,0
182,SMA YAKE,143,103.3909633,106.86808,-6.221385633,-139.470469,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,0.67,17265.84533,11568
183,SD Asih Mulia,12,4941.9782,106.7059245,-6.154522135,176.2376866,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
184,SMA Negeri 95 Jakarta,12,3158.706102,106.7059245,-6.154522135,174.9479984,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,8.67,10832.37194,93917
185,Yayasan Perguruan Sumbangsih - SMP & SMA,73,776.8852958,106.82356,-6.29112304,97.93878,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,3.53,8988.544207,31730
186,Yayasan Padindi SD-SMP-SMA-SMK,12,4225.974441,106.7059245,-6.154522135,-178.1430735,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
187,SMA Negeri 103 Jakarta,139,784.2211039,106.9305735,-6.216710867,-55.8814689,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
188,SMP Negeri 190 Jakarta,12,5102.380142,106.7059245,-6.154522135,175.9199881,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
189,SMK Tadika Puri,139,673.4684386,106.9305735,-6.216710867,12.51377065,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,1.38,24415.10526,33693
190,SD Negeri Kamal 07 Pagi & 10 Petang,12,5078.317661,106.7059245,-6.154522135,176.012406,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
191,Jubilee School,226,356.1079467,106.8580675,-6.1467132,-11.11912774,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,2.61,17586.51049,45901
192,SMA Angkasa 1,29,902.0656602,106.8759863,-6.244743786,-50.0502849,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,13.07,2720.358113,35555
193,SMP Negeri 65 Jakarta,224,492.5697562,106.8708211,-6.137587643,-140.0418516,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,2.8,17797.80494,49834
194,SMP Negeri 80 Jakarta,29,1027.343557,106.8759863,-6.244743786,-60.10649522,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,13.07,2720.358113,35555
195,SMP Negeri 282 Jakarta,224,165.7551097,106.8708211,-6.137587643,-173.6381118,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
196,SMA Negeri 15 Jakarta,225,373.3151551,106.8592133,-6.139822106,-129.1836045,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
197,"Yayasan Budi Harapan TK, SD, SMP",28,2765.955836,106.8780454,-6.239171526,-72.23463233,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,2.53,20907.07702,52895
198,SMP Al - Chalidiyah,4,747.552382,106.8984817,-6.178186797,-114.1716464,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31,7580.195258,40251
199,SMK Atlantika Wisata,3,63.82569938,106.8887765,-6.171796326,23.77699745,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,4.37,11419.42125,49903
200,"SD Negeri Pegangsaan Dua 06 / 09, 08",5,775.1917538,106.9087122,-6.182981757,-159.9246918,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28,9669.806817,60726
201,SD Plus Hang Tuah 6,38,141.6768319,106.8817374,-6.161984022,-51.31458989,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53,9541.181144,43222
202,SD Negeri Kelapa Gading Timur 01,5,767.0356513,106.9087122,-6.182981757,160.003824,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28,9669.806817,60726
203,SMA Negeri 45 Jakarta,4,886.0568956,106.8984817,-6.178186797,-115.1495815,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31,7580.195258,40251
204,SMP Negeri 123 Jakarta,4,872.7958981,106.8984817,-6.178186797,-110.1941655,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31,7580.195258,40251
205,Yayasan Iman Pengharapan dan Kasih,174,2012.2526,106.76842,-6.18525382,85.92156388,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,3.61,9264.573369,33445
206,SD Negeri Kelapa Gading Timur 03,4,848.3972021,106.8984817,-6.178186797,-107.8469378,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31,7580.195258,40251
207,SMP Negeri 270 Jakarta,5,771.2025088,106.9087122,-6.182981757,-155.9137941,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28,9669.806817,60726
208,SMK Yaspia,71,3144.275852,106.8188293,-6.305746265,27.67386594,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,3.38,14249.70379,48164
209,SMK Negeri 11 Jakarta,148,364.4597659,106.8179234,-6.137598152,24.06112924,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,0.51,17941.29159,9150
210,SMP Negeri 57 Jakarta,45,121.3467879,106.8333506,-6.205119805,20.0378526,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,0.66,7080.679406,4673
211,SD Negeri Petojo Utara 05 07 08 09 10,124,949.2667472,106.8191557,-6.16045301,62.57352839,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,1.12,20023.2475,22426
212,SD Negeri Kebon Baru 3 Pagi,112,326.6864685,106.8635242,-6.24299485,125.7053868,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,1.29,33917.54969,43754
213,SD Negeri Harjamukti 1 & SMP Negeri 23 Depok,166,6637.308652,106.8816435,-6.30921433,-23.73847912,,,,,,,,0
214,SD Negeri Cikoko III,114,349.8570331,106.8521135,-6.243341582,-19.56596814,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,0.72,18288.46422,13168
215,"Pra SD, SD, SMP, SMA Al Jannah",166,6392.444757,106.8816435,-6.30921433,-24.82676277,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,3.66,8729.423658,31950
216,SMA Negeri 57 Jakarta,173,1067.406533,106.7658534,-6.174507271,90.21118268,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,2.28,17559.32055,40035
217,SMAK I BPK Penabur,103,552.8986592,106.7885631,-6.167392982,8.14657875,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,1.34,15429.02066,20675
218,Yayasan Pendidikan Nurul Ibad (SMP-SMK Islam Al Makiyah),111,1103.557092,106.8863846,-6.291185834,-86.46155856,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,3.72,21439.54863,79755
219,SDIT Buahati Islamic School 2,111,1298.535107,106.8863846,-6.291185834,-83.71271364,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,3.72,21439.54863,79755
220,"SMP, SMK Trisastra 1 & 2",111,1587.84963,106.8863846,-6.291185834,-82.92375882,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,3.72,21439.54863,79755
221,SMP Negeri 8 Jakarta,46,646.9714152,106.8411241,-6.207111436,-160.6124604,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,2.44,13110.03608,31988
222,SDS Tunas Muda IKKT,221,948.921775,106.7969497,-6.189843388,33.42657161,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,2.33,33541.06798,78151
223,SMK Jakarta Raya 2,111,1580.417719,106.8863846,-6.291185834,-100.5575845,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,3.72,21439.54863,79755
224,MTs Yusufiyah,111,1624.072311,106.8863846,-6.291185834,-100.3508475,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,3.72,21439.54863,79755
225,SD Negeri Malaka Jaya 11 Pagi,139,662.1743015,106.9305735,-6.216710867,-38.1122238,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
226,SMP Negeri 22 Jakarta,148,220.9800427,106.8179234,-6.137598152,63.81126633,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,0.96,13548.18588,13006
227,SD Negeri Mangga Besar 15 Pagi,83,233.2399847,106.8155212,-6.144798004,-89.37731016,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,0.51,17941.29159,9150
228,SMK Jayakarta,139,709.6307392,106.9305735,-6.216710867,-41.17796194,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
229,SD Negeri Kelapa Gading Barat 01,38,1075.222055,106.8817374,-6.161984022,-98.16014182,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53,9541.181144,43222
230,SD Negeri Kramat Pela 01 Pagi,98,798.2696929,106.8019075,-6.243323717,45.55327148,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,1.25,14087.96481,17610
231,SD Negeri Rawa Badak Selatan 01-02,36,1062.134757,106.8938919,-6.128641829,-112.9949948,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,1.02,53753.19819,54828
232,SMP Negeri 151 Jakarta,36,1067.080368,106.8938919,-6.128641829,-111.0907072,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,1.02,53753.19819,54828
233,SMP Negeri 26 Jakarta,41,272.5930668,106.8611624,-6.212874337,32.27910716,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,0.48,67798.45285,32543
234,"SD Negeri Angke 01,04,05,06",102,637.6963924,106.7934912,-6.143282482,-62.56333414,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,0.78,46651.24052,36388
235,SMP - SMA Labschool Kebayoran,179,1166.64675,106.7832062,-6.238423351,-50.32793488,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,1.25,14087.96481,17610
236,YAPI Al Azhar Rawamangun,53,256.9397822,106.8836566,-6.193265824,-8.600729759,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.6,17758.5544,46172
237,SD Negeri Angke 03 Pagi,102,666.154466,106.7934912,-6.143282482,-86.57996052,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,0.78,46651.24052,36388
238,Jakarta Islamic School,138,3591.039874,106.9244305,-6.21597605,2.339513807,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,5.72,15634.01206,89427
239,SMP Negeri 49 Jakarta,164,937.4585065,106.8720632,-6.294245928,-170.4681971,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,1.98,15736.28149,31158
240,Saint Peter's School,5,2088.608287,106.9087122,-6.182981757,-160.9074092,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28,9669.806817,60726
241,Yayasan Ma'Hadul Islam Mardhotillah (RA-MIT-SMP),165,4565.815153,106.8656637,-6.306620974,12.95506543,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,2.89,18617.37779,53804
242,SD Negeri 02 Pagi Ciganjur,71,4195.35577,106.8188293,-6.305746265,4.741652498,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,3.38,14249.70379,48164
243,MTs Al Hidayah,18,804.0873547,106.7492552,-6.155477122,-6.813733945,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,3.65,18748.74889,68433
244,MI Negeri Cijantung,165,2915.201144,106.8656637,-6.306620974,54.18947901,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,16009.53137,30258
245,SD Negeri Baru 01 Pagi,165,2269.256636,106.8656637,-6.306620974,47.66076191,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,16009.53137,30258
246,SD Negeri Baru 02,165,2316.756011,106.8656637,-6.306620974,47.58333016,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,16009.53137,30258
247,"SD Negeri Kalibaru 05 Pagi, 06 Petang, 07 Pagi, 08 Petang",33,3196.77507,106.8924108,-6.110140162,-98.76059204,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47,35922.98338,88730
248,SMP Negeri 53 Jakarta,33,3237.825316,106.8924108,-6.110140162,-98.66589327,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47,35922.98338,88730
249,SD Negeri Kalibaru 09 Pagi,33,4824.385782,106.8924108,-6.110140162,-105.524982,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47,35922.98338,88730
250,SMK Negeri 36 Jakarta,33,4454.019864,106.8924108,-6.110140162,-105.2019225,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47,35922.98338,88730
251,Highfield Secondary School,137,3373.465975,106.9178546,-6.215153002,10.2488647,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,4.56,16653.9348,75942
252,SMP Islam Al Husna,33,4841.870513,106.8924108,-6.110140162,-104.4749168,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47,35922.98338,88730
253,SD Negeri Kalibaru 01 Pagi,33,4449.548522,106.8924108,-6.110140162,-103.807987,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47,35922.98338,88730
254,SD Lentera Harapan,36,935.2643754,106.8938919,-6.128641829,-106.0049205,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,1.02,53753.19819,54828
255,SDS Pusaka,34,244.1291662,106.8930815,-6.113897286,-138.4433518,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,3.28,10952.10494,35923
256,SD Negeri Sunter Agung 013 Pagi,225,928.3806487,106.8592133,-6.139822106,128.2720019,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
